         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            21314622              60        18.99        24.19         1139.40         1451.40
            31761910              89        17.84        23.01         1587.76         2047.89
            12968942              80        18.72        22.47         1497.60         1797.60
            59189425              89        22.54        27.43         2006.06         2441.27
            52392582              78        16.69        20.31         1301.82         1584.18
            88304184              84        18.55        23.14         1558.20         1943.76
            28232368              63        19.07        23.98         1201.41         1510.74
            18082546              53        23.34        29.03         1237.02         1538.59
            58609625               1        23.58        27.78           23.58           27.78
            47553915              25        19.60        25.24          490.00          631.00
            28069210              27        12.45        16.94          336.15          457.38
            73831091              86        25.67        30.20         2207.62         2597.20
            75630018              41        10.08        15.68          413.28          642.88
            14698138              39        15.68        21.08          611.52          822.12
            79490708              84        10.37        15.25          871.08         1281.00
            43416112              72        25.53        28.62         1838.16         2060.64
            23842706              77        10.92        14.54          840.84         1119.58
            43416112              72        25.53        28.62         1838.16         2060.64
            57301383              68        15.52        21.46         1055.36         1459.28
            56886748              18        24.94        30.92          448.92          556.56
            54366510              24        13.73        18.58          329.52          445.92
            61677125              39        27.05        32.57         1054.95         1270.23
            32945551              21        21.25        26.10          446.25          548.10
            59734200              12        25.75        31.22          309.00          374.64
            49052689              79        23.14        27.68         1828.06         2186.72
            49263193              93        29.39        34.89         2733.27         3244.77
            32827437               8        20.49        24.73          163.92          197.84
            22387159              81        13.54        19.15         1096.74         1551.15
            55473817              57        19.13        22.13         1090.41         1261.41
            79900665              22        21.35        24.99          469.70          549.78
            83480974              83        23.94        29.53         1987.02         2450.99
            50036717               8        24.69        28.73          197.52          229.84
            19103941              66        25.55        28.79         1686.30         1900.14
            79490708              84        10.37        15.25          871.08         1281.00
            87951178              60        18.19        23.37         1091.40         1402.20
            42578554              20        17.59        21.44          351.80          428.80
            17800899              16        22.20        26.01          355.20          416.16
            41610696               9        14.03        17.30          126.27          155.70
            37413158              28        28.57        33.34          799.96          933.52
            64349453              14        18.46        23.84          258.44          333.76
            67317709              16        10.27        15.03          164.32          240.48
            53972005              43        22.81        28.51          980.83         1225.93
            64382696              86        15.98        20.57         1374.28         1769.02
            73831091              86        25.67        30.20         2207.62         2597.20
            72874936               5        18.34        22.96           91.70          114.80
            18059483              19        13.66        17.57          259.54          333.83
            61299263              98        29.11        33.01         2852.78         3234.98
            79902221              71        22.07        25.66         1566.97         1821.86
            77086674              85        18.06        23.88         1535.10         2029.80
            37055841              87        19.81        24.45         1723.47         2127.15
            43436020              40        25.86        30.99         1034.40         1239.60
            34763532              86        15.68        21.17         1348.48         1820.62
            12880478              18        24.61        30.20          442.98          543.60
            43941327              31        12.59        16.54          390.29          512.74
            73833666              69        21.75        26.11         1500.75         1801.59
            78629863               8        24.51        28.31          196.08          226.48
            33429908              40        26.09        30.14         1043.60         1205.60
            40036792              65        17.31        23.16         1125.15         1505.40
            77445705              30        29.18        33.65          875.40         1009.50
            49300488              61        10.69        16.28          652.09          993.08
            24955147             100        15.08        20.76         1508.00         2076.00
            17800899              16        22.20        26.01          355.20          416.16
            81912584              99        26.86        31.94         2659.14         3162.06
            40749682              96        14.45        19.50         1387.20         1872.00
            28810429              81        29.49        33.01         2388.69         2673.81
            62028894              95        28.44        33.25         2701.80         3158.75
            75630018              41        10.08        15.68          413.28          642.88
            34189844              93        16.77        20.93         1559.61         1946.49
            87553231              70        23.79        28.20         1665.30         1974.00
            83637016              69        27.45        31.72         1894.05         2188.68
            66992188              85        29.40        33.97         2499.00         2887.45
            63798705              29        25.13        30.85          728.77          894.65
            49052689              79        23.14        27.68         1828.06         2186.72
            83637016              69        27.45        31.72         1894.05         2188.68
            41989446              16        22.21        27.26          355.36          436.16
            50036717               8        24.69        28.73          197.52          229.84
            23132529              24        24.77        28.34          594.48          680.16
            14366464              32        10.12        15.81          323.84          505.92
            44928407              38        14.42        20.03          547.96          761.14
            24467721               3        15.72        21.71           47.16           65.13
            21314622              60        18.99        24.19         1139.40         1451.40
            31187804              66        20.23        25.46         1335.18         1680.36
            15431795              95        15.33        19.15         1456.35         1819.25
            14379934              45        29.70        33.17         1336.50         1492.65
            15495526              36        16.20        20.47          583.20          736.92
            76502369               7        12.35        16.47           86.45          115.29
            77430412              70        29.20        34.45         2044.00         2411.50
            48509677               4        25.20        29.71          100.80          118.84
            56411306              64        10.97        16.64          702.08         1064.96
            68849001              21        11.90        15.56          249.90          326.76
            81735019              16        25.51        31.43          408.16          502.88
            66125098              44        22.44        28.41          987.36         1250.04
            86012790               1        11.18        15.75           11.18           15.75
            40299841              50        28.50        31.89         1425.00         1594.50
            77189549              21        21.15        24.64          444.15          517.44
            66698657              48        16.13        21.83          774.24         1047.84
            15963630               5        29.36        32.93          146.80          164.65
            49996948              32        21.50        26.64          688.00          852.48
            54756389               6        10.30        13.48           61.80           80.88
            50536431              89        26.48        29.98         2356.72         2668.22
            86578282              36        29.59        33.51         1065.24         1206.36
            23375463              13        15.85        20.15          206.05          261.95
            13201627              70        18.12        24.09         1268.40         1686.30
            58759637              78        15.20        18.21         1185.60         1420.38
            39421903              19        10.45        16.29          198.55          309.51
            22217524              54        10.94        15.56          590.76          840.24
            22971931              40        17.84        23.59          713.60          943.60
            18659990              43        15.01        20.76          645.43          892.68
            85699860              21        20.28        23.37          425.88          490.77
            43510588              29        25.05        29.18          726.45          846.22
            61965647              88        24.88        29.03         2189.44         2554.64
            45117011             100        19.02        24.56         1902.00         2456.00
            56664402              75        12.40        15.93          930.00         1194.75
            43771833              50        18.24        21.52          912.00         1076.00
            43510588              29        25.05        29.18          726.45          846.22
            88304184              84        18.55        23.14         1558.20         1943.76
            84666631              32        28.79        34.75          921.28         1112.00
            64418724               9        21.15        25.22          190.35          226.98
            32913509              42        11.94        16.43          501.48          690.06
            79170842              16        29.59        34.75          473.44          556.00
            79153401              57        24.13        27.24         1375.41         1552.68
            77085365              41        22.53        26.66          923.73         1093.06
            46738486              38        14.87        19.44          565.06          738.72
            66910032              10        12.87        17.11          128.70          171.10
            58485457               5        23.64        28.18          118.20          140.90
            18977685              81        16.39        20.36         1327.59         1649.16
            37761798              48        13.31        17.97          638.88          862.56
            81296480              90        25.59        31.13         2303.10         2801.70
            37055841              87        19.81        24.45         1723.47         2127.15
            39347416              68        18.06        23.68         1228.08         1610.24
            84001619               3        20.58        24.48           61.74           73.44
            70811150              90        27.85        33.48         2506.50         3013.20
            69384947              99        12.41        16.75         1228.59         1658.25
            39941194              44        19.12        23.33          841.28         1026.52
            24718062              29        24.71        30.57          716.59          886.53
            16768461              35        10.07        15.28          352.45          534.80
            59128090              11        16.39        20.12          180.29          221.32
            39341800              25        24.32        29.58          608.00          739.50
            49265048              58        13.50        18.90          783.00         1096.20
            46132369              64        28.23        32.34         1806.72         2069.76
            43777863              67        16.83        20.60         1127.61         1380.20
            52968876              99        11.77        17.62         1165.23         1744.38
            43777863              67        16.83        20.60         1127.61         1380.20
            34171236              19        24.01        29.29          456.19          556.51
            81379037              14        27.74        31.56          388.36          441.84
            55473817              57        19.13        22.13         1090.41         1261.41
            71852096              57        26.92        30.71         1534.44         1750.47
            30739126              14        27.83        33.29          389.62          466.06
            17358405              66        15.82        21.08         1044.12         1391.28
            34311148              62        12.77        18.19          791.74         1127.78
            74375297              31        12.28        18.21          380.68          564.51
            29435965              39        25.28        31.23          985.92         1217.97
            14599689              68        21.52        26.55         1463.36         1805.40
            28810429              81        29.49        33.01         2388.69         2673.81
            83582158              67        22.44        26.30         1503.48         1762.10
            31665020              26        15.76        18.78          409.76          488.28
            61130267              34        10.88        14.34          369.92          487.56
            47296985               1        10.99        15.81           10.99           15.81
            32895121              61        28.99        32.57         1768.39         1986.77
            28342656               2        26.18        30.82           52.36           61.64
            64418724               9        21.15        25.22          190.35          226.98
            47533952              96        11.85        15.79         1137.60         1515.84
            64418724               9        21.15        25.22          190.35          226.98
            30739126              14        27.83        33.29          389.62          466.06
            29435965              39        25.28        31.23          985.92         1217.97
            82887766              39        16.82        21.55          655.98          840.45
            45117011             100        19.02        24.56         1902.00         2456.00
            76601028              28        21.49        25.62          601.72          717.36
            76076746              64        15.72        19.29         1006.08         1234.56
            35141667              98        21.15        26.43         2072.70         2590.14
            72660734              37        22.74        27.19          841.38         1006.03
            86202831              47        29.26        35.23         1375.22         1655.81
            37761798              48        13.31        17.97          638.88          862.56
            12880478              18        24.61        30.20          442.98          543.60
            39941194              44        19.12        23.33          841.28         1026.52
            84623811               2        15.66        20.90           31.32           41.80
            49142030              36        23.15        28.01          833.40         1008.36
            49265048              58        13.50        18.90          783.00         1096.20
            74435780              64        24.09        29.58         1541.76         1893.12
            46288741              98        26.86        32.62         2632.28         3196.76
            15431795              95        15.33        19.15         1456.35         1819.25
            27572106              22        25.71        31.56          565.62          694.32
            11458375             100        18.51        21.68         1851.00         2168.00
            79891110               8        10.47        16.15           83.76          129.20
            82258988              50        17.04        20.76          852.00         1038.00
            82258988              50        17.04        20.76          852.00         1038.00
            64463514               1        15.90        19.22           15.90           19.22
            27270146              81        23.52        27.65         1905.12         2239.65
            71540862              46        25.58        30.30         1176.68         1393.80
            37055841              87        19.81        24.45         1723.47         2127.15
            80084832              35        23.91        28.79          836.85         1007.65
            69384947              99        12.41        16.75         1228.59         1658.25
            35342162              75        29.91        34.65         2243.25         2598.75
            31353041              28        21.82        27.67          610.96          774.76
            43849621              22        20.16        23.82          443.52          524.04
            39898842               8        20.69        25.42          165.52          203.36
            12949685               6        26.89        30.96          161.34          185.76
            86457838              45        22.84        25.86         1027.80         1163.70
            21340084              74        23.88        29.40         1767.12         2175.60
            56044625              77        26.84        30.00         2066.68         2310.00
            15917508              81        28.92        31.96         2342.52         2588.76
            21552284              30        10.40        15.18          312.00          455.40
            63173268               9        15.25        18.46          137.25          166.14
            17461679              54        10.76        16.74          581.04          903.96
            39941194              44        19.12        23.33          841.28         1026.52
            40299841              50        28.50        31.89         1425.00         1594.50
            56664402              75        12.40        15.93          930.00         1194.75
            16643747              76        20.80        26.65         1580.80         2025.40
            84179853              47        12.93        18.61          607.71          874.67
            53741016              54        23.69        27.10         1279.26         1463.40
            68262175              92        19.83        24.50         1824.36         2254.00
            88046718              25        22.56        27.49          564.00          687.25
            54036898              68        10.71        13.78          728.28          937.04
            23132529              24        24.77        28.34          594.48          680.16
            12968942              80        18.72        22.47         1497.60         1797.60
            44928407              38        14.42        20.03          547.96          761.14
            43891580              46        11.44        16.13          526.24          741.98
            49493175              39        14.55        19.03          567.45          742.17
            24388225              28        17.90        22.64          501.20          633.92
            23842706              77        10.92        14.54          840.84         1119.58
            58445058               2        21.96        27.41           43.92           54.82
            52555493              21        20.65        25.19          433.65          528.99
            51080942              56        23.57        29.09         1319.92         1629.04
            29884085              52        26.47        30.46         1376.44         1583.92
            36020570              22        15.27        19.78          335.94          435.16
            51080942              56        23.57        29.09         1319.92         1629.04
            51138886              14        29.87        34.45          418.18          482.30
            22142782              41        17.65        21.80          723.65          893.80
            50295179              88        23.09        28.10         2031.92         2472.80
            36386359              60        12.09        17.21          725.40         1032.60
            35390230              73        26.80        31.99         1956.40         2335.27
            78407458               4        16.28        21.33           65.12           85.32
            55396347              65        12.49        18.04          811.85         1172.60
            14379934              45        29.70        33.17         1336.50         1492.65
            76601028              28        21.49        25.62          601.72          717.36
            60384491              55        28.17        32.53         1549.35         1789.15
            50743173              92        24.91        29.66         2291.72         2728.72
            86414890              27        10.02        14.42          270.54          389.34
            32827437               8        20.49        24.73          163.92          197.84
            42884653              91        15.56        19.32         1415.96         1758.12
            78907535              46        22.91        27.32         1053.86         1256.72
            34307586              41        18.20        24.14          746.20          989.74
            81781879              98        21.13        24.15         2070.74         2366.70
            35262107               8        14.46        19.91          115.68          159.28
            26782989              32        17.16        20.93          549.12          669.76
            63706075              21        15.39        21.26          323.19          446.46
            25372090              93        17.27        22.99         1606.11         2138.07
            59142280              97        20.84        25.19         2021.48         2443.43
            42978025              89        27.65        33.36         2460.85         2969.04
            56222908              32        15.37        20.22          491.84          647.04
            71733835              17        22.36        25.67          380.12          436.39
            74543762              61        12.57        16.86          766.77         1028.46
            38561693              47        18.00        22.00          846.00         1034.00
            17327188              41        23.79        28.18          975.39         1155.38
            67317709              16        10.27        15.03          164.32          240.48
            77465093              70        16.94        22.83         1185.80         1598.10
            88304184              84        18.55        23.14         1558.20         1943.76
            81946005              22        19.90        24.29          437.80          534.38
            80767659              23        26.89        31.88          618.47          733.24
            65915441              71        18.19        24.01         1291.49         1704.71
            69384947              99        12.41        16.75         1228.59         1658.25
            37761798              48        13.31        17.97          638.88          862.56
            14947415              10        16.17        21.10          161.70          211.00
            46288741              98        26.86        32.62         2632.28         3196.76
            72660734              37        22.74        27.19          841.38         1006.03
            51138886              14        29.87        34.45          418.18          482.30
            76076746              64        15.72        19.29         1006.08         1234.56
            44544249               3        26.55        30.19           79.65           90.57
            57739204               1        23.02        27.52           23.02           27.52
            21323997              81        12.74        16.19         1031.94         1311.39
            23842706              77        10.92        14.54          840.84         1119.58
            27176633              51        12.76        16.22          650.76          827.22
            72247784              90        11.52        17.26         1036.80         1553.40
            59802180              33        13.26        17.79          437.58          587.07
            21340084              74        23.88        29.40         1767.12         2175.60
            78023688              28        29.67        35.41          830.76          991.48
            29022294              63        14.43        18.23          909.09         1148.49
            68740451               3        10.94        16.14           32.82           48.42
            54221156              93        13.04        18.12         1212.72         1685.16
            83234292              26        23.80        29.24          618.80          760.24
            75268158              29        13.03        18.84          377.87          546.36
            59128090              11        16.39        20.12          180.29          221.32
            58445058               2        21.96        27.41           43.92           54.82
            35304393              38        29.75        33.66         1130.50         1279.08
            80581530              95        11.64        15.99         1105.80         1519.05
            32913509              42        11.94        16.43          501.48          690.06
            67167784               7        20.82        24.08          145.74          168.56
            60360685              42        28.86        33.14         1212.12         1391.88
            85699860              21        20.28        23.37          425.88          490.77
            31650412              77        28.82        32.43         2219.14         2497.11
            60123854              80        22.90        26.34         1832.00         2107.20
            54667311              34        13.30        17.40          452.20          591.60
            72587977              76        24.53        29.75         1864.28         2261.00
            44603982              11        14.04        18.87          154.44          207.57
            74497902              82        20.00        23.21         1640.00         1903.22
            88491828              34        29.57        34.24         1005.38         1164.16
            58782510              80        21.90        25.49         1752.00         2039.20
            79170842              16        29.59        34.75          473.44          556.00
            33686751              46        20.10        23.74          924.60         1092.04
            44560715              50        13.19        17.67          659.50          883.50
            85941566              18        21.95        27.00          395.10          486.00
            17327188              41        23.79        28.18          975.39         1155.38
            60289116               3        14.50        18.91           43.50           56.73
            77435552              39        12.08        17.33          471.12          675.87
            36473623              16        15.21        19.89          243.36          318.24
            83391843              30        20.31        23.67          609.30          710.10
            43771833              50        18.24        21.52          912.00         1076.00
            39635549               8        28.02        33.32          224.16          266.56
            76147512              40        24.26        27.40          970.40         1096.00
            16618211              24        17.44        20.78          418.56          498.72
            66955027              45        26.73        30.99         1202.85         1394.55
            40278707              84        20.15        24.30         1692.60         2041.20
            44928407              38        14.42        20.03          547.96          761.14
            46182485              57        11.19        15.73          637.83          896.61
            82701870              86        10.09        15.23          867.74         1309.78
            32407988              15        28.85        34.65          432.75          519.75
            15276046              96        15.72        19.42         1509.12         1864.32
            68324629               6        24.98        30.61          149.88          183.66
            77085365              41        22.53        26.66          923.73         1093.06
            73638310              31        14.74        19.35          456.94          599.85
            34389249              83        17.68        22.58         1467.44         1874.14
            15276046              96        15.72        19.42         1509.12         1864.32
            81252880              16        14.36        18.04          229.76          288.64
            86414890              27        10.02        14.42          270.54          389.34
            32216703              97        23.12        28.83         2242.64         2796.51
            35631998              79        25.89        29.56         2045.31         2335.24
            81138617              46        15.15        19.76          696.90          908.96
            31803679              94        23.14        26.61         2175.16         2501.34
            81138617              46        15.15        19.76          696.90          908.96
            21523085              56        18.54        22.90         1038.24         1282.40
            40171345              51        17.93        21.06          914.43         1074.06
            56953445              35        21.16        25.85          740.60          904.75
            43151607              65        13.59        19.16          883.35         1245.40
            50317035              30        22.64        25.68          679.20          770.40
            52614745              37        22.62        28.25          836.94         1045.25
            78023688              28        29.67        35.41          830.76          991.48
            14698138              39        15.68        21.08          611.52          822.12
            74543762              61        12.57        16.86          766.77         1028.46
            56044625              77        26.84        30.00         2066.68         2310.00
            13258730              62        19.61        24.99         1215.82         1549.38
            41610696               9        14.03        17.30          126.27          155.70
            46132369              64        28.23        32.34         1806.72         2069.76
            13174473              91        29.75        35.68         2707.25         3246.88
            66910032              10        12.87        17.11          128.70          171.10
            50040763              32        14.71        20.02          470.72          640.64
            35631998              79        25.89        29.56         2045.31         2335.24
            19103941              66        25.55        28.79         1686.30         1900.14
            47533952              96        11.85        15.79         1137.60         1515.84
            15555649              71        18.67        22.08         1325.57         1567.68
            69384947              99        12.41        16.75         1228.59         1658.25
            43151607              65        13.59        19.16          883.35         1245.40
            83762728              45        22.25        25.31         1001.25         1138.95
            43849621              22        20.16        23.82          443.52          524.04
            72874936               5        18.34        22.96           91.70          114.80
            39941194              44        19.12        23.33          841.28         1026.52
            16768461              35        10.07        15.28          352.45          534.80
            14366464              32        10.12        15.81          323.84          505.92
            61299263              98        29.11        33.01         2852.78         3234.98
            72874936               5        18.34        22.96           91.70          114.80
            12880478              18        24.61        30.20          442.98          543.60
            59802180              33        13.26        17.79          437.58          587.07
            45136408               2        12.71        15.71           25.42           31.42
            49265048              58        13.50        18.90          783.00         1096.20
            80437590              89        12.47        17.70         1109.83         1575.30
            19121129              99        11.37        14.84         1125.63         1469.16
            15555649              71        18.67        22.08         1325.57         1567.68
            69358897              32        23.73        28.73          759.36          919.36
            36020570              22        15.27        19.78          335.94          435.16
            14375908              58        15.24        19.87          883.92         1152.46
            84623811               2        15.66        20.90           31.32           41.80
            52968876              99        11.77        17.62         1165.23         1744.38
            64853503              41        12.51        16.82          512.91          689.62
            26923610              35        21.70        25.06          759.50          877.10
            31050885              78        18.33        21.95         1429.74         1712.10
            71387635              81        14.74        17.92         1193.94         1451.52
            21291543              84        21.88        27.76         1837.92         2331.84
            52715440              86        16.72        20.05         1437.92         1724.30
            49559225              94        21.63        27.14         2033.22         2551.16
            34751590              46        12.60        16.52          579.60          759.92
            27240862              43        28.12        31.28         1209.16         1345.04
            43941327              31        12.59        16.54          390.29          512.74
            80581530              95        11.64        15.99         1105.80         1519.05
            70692724               6        19.41        22.88          116.46          137.28
            28560733              85        29.66        34.80         2521.10         2958.00
            35342162              75        29.91        34.65         2243.25         2598.75
            65915441              71        18.19        24.01         1291.49         1704.71
            80858072              98        13.32        16.89         1305.36         1655.22
            72216160               2        10.67        14.72           21.34           29.44
            35303316              84        10.96        14.03          920.64         1178.52
            37511487              37        25.77        30.34          953.49         1122.58
            47216256              83        24.21        30.02         2009.43         2491.66
            18870895              77        22.80        26.50         1755.60         2040.50
            72591229              27        15.58        20.41          420.66          551.07
            78407458               4        16.28        21.33           65.12           85.32
            37195393              94        25.99        29.97         2443.06         2817.18
            80101873              62        28.13        32.28         1744.06         2001.36
            80437590              89        12.47        17.70         1109.83         1575.30
            28062267              47        14.68        18.06          689.96          848.82
            41610696               9        14.03        17.30          126.27          155.70
            17103483              86        24.10        27.36         2072.60         2352.96
            18082546              53        23.34        29.03         1237.02         1538.59
            72771191               3        17.78        23.31           53.34           69.93
            65537294              64        21.96        27.57         1405.44         1764.48
            88301639              13        23.37        27.32          303.81          355.16
            86232263              80        11.06        14.93          884.80         1194.40
            31650412              77        28.82        32.43         2219.14         2497.11
            75647204              28        19.39        24.87          542.92          696.36
            84777768              66        11.40        14.53          752.40          958.98
            40278707              84        20.15        24.30         1692.60         2041.20
            27640169              59        10.52        15.35          620.68          905.65
            56664402              75        12.40        15.93          930.00         1194.75
            13258730              62        19.61        24.99         1215.82         1549.38
            37303335              98        14.00        19.04         1372.00         1865.92
            39458442              23        20.49        26.06          471.27          599.38
            38917581              77        26.47        31.07         2038.19         2392.39
            88563106              11        11.74        16.01          129.14          176.11
            85466608              62        12.70        16.12          787.40          999.44
            78206035              11        25.00        30.19          275.00          332.09
            71327423              62        27.16        31.77         1683.92         1969.74
            11303142              47        10.56        16.35          496.32          768.45
            47296985               1        10.99        15.81           10.99           15.81
            64853503              41        12.51        16.82          512.91          689.62
            53016903              16        11.19        15.79          179.04          252.64
            66910032              10        12.87        17.11          128.70          171.10
            36386359              60        12.09        17.21          725.40         1032.60
            81982758              56        10.68        14.84          598.08          831.04
            50743173              92        24.91        29.66         2291.72         2728.72
            38072280              17        22.95        28.65          390.15          487.05
            30739126              14        27.83        33.29          389.62          466.06
            40095023              62        18.63        24.31         1155.06         1507.22
            17358405              66        15.82        21.08         1044.12         1391.28
            23180207              23        21.63        25.79          497.49          593.17
            49493175              39        14.55        19.03          567.45          742.17
            59128090              11        16.39        20.12          180.29          221.32
            35071419              50        18.92        22.88          946.00         1144.00
            71733835              17        22.36        25.67          380.12          436.39
            35262107               8        14.46        19.91          115.68          159.28
            64418724               9        21.15        25.22          190.35          226.98
            18659990              43        15.01        20.76          645.43          892.68
            28069210              27        12.45        16.94          336.15          457.38
            49045379              25        14.14        19.04          353.50          476.00
            57978117              10        28.15        33.61          281.50          336.10
            15183855              18        24.59        29.80          442.62          536.40
            13201627              70        18.12        24.09         1268.40         1686.30
            31803679              94        23.14        26.61         2175.16         2501.34
            12880478              18        24.61        30.20          442.98          543.60
            81735019              16        25.51        31.43          408.16          502.88
            44493871              38        21.74        24.88          826.12          945.44
            21314622              60        18.99        24.19         1139.40         1451.40
            84623811               2        15.66        20.90           31.32           41.80
            40171345              51        17.93        21.06          914.43         1074.06
            28810429              81        29.49        33.01         2388.69         2673.81
            60123854              80        22.90        26.34         1832.00         2107.20
            42578554              20        17.59        21.44          351.80          428.80
            80203561               4        28.03        32.89          112.12          131.56
            31353041              28        21.82        27.67          610.96          774.76
            43416112              72        25.53        28.62         1838.16         2060.64
            53741016              54        23.69        27.10         1279.26         1463.40
            56411306              64        10.97        16.64          702.08         1064.96
            28069210              27        12.45        16.94          336.15          457.38
            31761910              89        17.84        23.01         1587.76         2047.89
            50295179              88        23.09        28.10         2031.92         2472.80
            43891580              46        11.44        16.13          526.24          741.98
            68458253              17        18.28        21.32          310.76          362.44
            49300488              61        10.69        16.28          652.09          993.08
            55473817              57        19.13        22.13         1090.41         1261.41
            17461679              54        10.76        16.74          581.04          903.96
            60027243              72        19.48        24.93         1402.56         1794.96
            88452976              45        13.45        17.83          605.25          802.35
            79065482              77        15.63        21.13         1203.51         1627.01
            27972823              12        28.73        32.17          344.76          386.04
            86457838              45        22.84        25.86         1027.80         1163.70
            14366464              32        10.12        15.81          323.84          505.92
            64002588              59        20.18        24.44         1190.62         1441.96
